,BP,ECG,PPG
4324,53.0,-0.6597900390625,1.065673828125
4325,52.0,-0.6695556640625,1.046142578125
4326,52.0,-0.6646728515625,1.024169921875
4327,51.0,-0.653076171875,0.999755859375
4328,51.0,-0.653076171875,0.97412109375
4329,51.0,-0.665283203125,0.94757080078125
4330,51.0,-0.66650390625,0.91888427734375
4331,51.0,-0.6585693359375,0.88775634765625
4332,51.0,-0.6585693359375,0.8551025390625
4333,51.0,-0.6597900390625,0.8209228515625
4334,50.0,-0.653076171875,0.784912109375
4335,50.0,-0.6390380859375,0.74737548828125
4336,51.0,-0.6353759765625,0.709228515625
4337,49.0,-0.634765625,0.6707763671875
4338,49.0,-0.6134033203125,0.63018798828125
4339,50.0,-0.5841064453125,0.58990478515625
4340,50.0,-0.56884765625,0.54962158203125
4341,49.0,-0.56884765625,0.50872802734375
4342,49.0,-0.556640625,0.46722412109375
4343,48.0,-0.5426025390625,0.4254150390625
4344,49.0,-0.5377197265625,0.38360595703125
4345,49.0,-0.54443359375,0.3411865234375
4346,49.0,-0.5511474609375,0.29998779296875
4347,49.0,-0.5560302734375,0.2593994140625
4348,48.0,-0.5755615234375,0.21942138671875
4349,48.0,-0.604248046875,0.181884765625
4350,48.0,-0.615234375,0.1446533203125
4351,47.0,-0.616455078125,0.10833740234375
4352,48.0,-0.631103515625,0.07354736328125
4353,48.0,-0.6512451171875,0.0390625
4354,48.0,-0.65673828125,0.00457763671875
4355,47.0,-0.655517578125,-0.030517578125
4356,47.0,-0.6622314453125,-0.0665283203125
4357,47.0,-0.6768798828125,-0.101318359375
4358,46.0,-0.6768798828125,-0.13641357421875
4359,47.0,-0.665283203125,-0.1727294921875
4360,46.0,-0.6671142578125,-0.20904541015625
4361,46.0,-0.677490234375,-0.2435302734375
4362,46.0,-0.6793212890625,-0.27923583984375
4363,46.0,-0.6744384765625,-0.31463623046875
4364,46.0,-0.682373046875,-0.34820556640625
4365,46.0,-0.6951904296875,-0.382080078125
4366,45.0,-0.694580078125,-0.41473388671875
4367,45.0,-0.6884765625,-0.44769287109375
4368,45.0,-0.6890869140625,-0.479736328125
4369,45.0,-0.677490234375,-0.51055908203125
4370,45.0,-0.609130859375,-0.540771484375
4371,45.0,-0.4656982421875,-0.57098388671875
4372,45.0,-0.2630615234375,-0.6005859375
4373,45.0,-0.01708984375,-0.6298828125
4374,45.0,0.255126953125,-0.6591796875
4375,47.0,0.469970703125,-0.6890869140625
4376,49.0,0.509033203125,-0.71929931640625
4377,51.0,0.36865234375,-0.7489013671875
4378,55.0,0.1171875,-0.7769775390625
4379,59.0,-0.1513671875,-0.806884765625
4380,64.0,-0.3546142578125,-0.83465576171875
4381,69.0,-0.46142578125,-0.86151123046875
4382,74.0,-0.494384765625,-0.88897705078125
4383,78.0,-0.5096435546875,-0.916748046875
4384,82.0,-0.5413818359375,-0.94512939453125
4385,85.0,-0.5828857421875,-0.972900390625
4386,87.0,-0.6072998046875,-1.00128173828125
4387,89.0,-0.618896484375,-1.02935791015625
4388,90.0,-0.631103515625,-1.058349609375
4389,90.0,-0.645751953125,-1.08612060546875
4390,89.0,-0.64453125,-1.11419677734375
4391,89.0,-0.634765625,-1.1419677734375
4392,88.0,-0.6329345703125,-1.16973876953125
4393,87.0,-0.6390380859375,-1.1968994140625
4394,85.0,-0.6317138671875,-1.224365234375
4395,84.0,-0.616455078125,-1.25152587890625
4396,82.0,-0.6134033203125,-1.27899169921875
4397,81.0,-0.621337890625,-1.3067626953125
4398,80.0,-0.6134033203125,-1.33453369140625
4399,78.0,-0.601806640625,-1.36199951171875
4400,78.0,-0.6005859375,-1.39068603515625
4401,76.0,-0.60546875,-1.41845703125
4402,74.0,-0.5914306640625,-1.44775390625
4403,74.0,-0.5712890625,-1.47705078125
4404,72.0,-0.5645751953125,-1.50787353515625
4405,72.0,-0.5670166015625,-1.54022216796875
4406,72.0,-0.5615234375,-1.57196044921875
4407,71.0,-0.5438232421875,-1.6058349609375
4408,70.0,-0.535888671875,-1.63970947265625
4409,69.0,-0.5322265625,-1.67266845703125
4410,69.0,-0.516357421875,-1.70562744140625
4411,69.0,-0.4925537109375,-1.737060546875
4412,69.0,-0.4876708984375,-1.766357421875
4413,69.0,-0.487060546875,-1.790771484375
4414,69.0,-0.474853515625,-1.80938720703125
4415,68.0,-0.4547119140625,-1.81854248046875
4416,68.0,-0.445556640625,-1.815185546875
4417,68.0,-0.44677734375,-1.79534912109375
4418,68.0,-0.4351806640625,-1.75384521484375
4419,67.0,-0.4156494140625,-1.689453125
4420,66.0,-0.4071044921875,-1.60003662109375
4421,66.0,-0.4052734375,-1.48529052734375
4422,65.0,-0.390625,-1.34613037109375
4423,65.0,-0.3741455078125,-1.185302734375
4424,64.0,-0.37109375,-1.0052490234375
4425,64.0,-0.3778076171875,-0.810546875
4426,64.0,-0.3765869140625,-0.604248046875
4427,64.0,-0.367431640625,-0.3936767578125
4428,64.0,-0.3729248046875,-0.18341064453125
4429,64.0,-0.3912353515625,0.02410888671875
4430,65.0,-0.401611328125,0.2215576171875
4431,64.0,-0.4058837890625,0.40679931640625
4432,65.0,-0.4241943359375,0.577392578125
4433,65.0,-0.4473876953125,0.73089599609375
4434,65.0,-0.458984375,0.86700439453125
4435,65.0,-0.4681396484375,0.9844970703125
4436,65.0,-0.491943359375,1.08551025390625
4437,65.0,-0.5218505859375,1.1712646484375
4438,65.0,-0.5328369140625,1.24237060546875
4439,65.0,-0.5328369140625,1.30035400390625
4440,66.0,-0.5487060546875,1.34857177734375
4441,65.0,-0.5670166015625,1.38824462890625
4442,65.0,-0.5712890625,1.4208984375
4443,65.0,-0.5670166015625,1.44866943359375
4444,65.0,-0.5706787109375,1.47125244140625
4445,65.0,-0.577392578125,1.490478515625
4446,65.0,-0.572509765625,1.50665283203125
4447,64.0,-0.5670166015625,1.52008056640625
4448,64.0,-0.570068359375,1.53350830078125
4449,63.0,-0.57861328125,1.54632568359375
4450,63.0,-0.5755615234375,1.55975341796875
4451,63.0,-0.56640625,1.5716552734375
4452,63.0,-0.5712890625,1.58538818359375
4453,62.0,-0.5828857421875,1.60003662109375
4454,61.0,-0.5828857421875,1.61529541015625
4455,61.0,-0.5731201171875,1.62933349609375
4456,61.0,-0.577392578125,1.64306640625
4457,60.0,-0.5908203125,1.65679931640625
4458,60.0,-0.5914306640625,1.6680908203125
4459,59.0,-0.5816650390625,1.6766357421875
4460,59.0,-0.5853271484375,1.68365478515625
4461,58.0,-0.5938720703125,1.6864013671875
4462,57.0,-0.5914306640625,1.6845703125
4463,58.0,-0.587158203125,1.67877197265625
4464,57.0,-0.59326171875,1.6705322265625
4465,57.0,-0.604248046875,1.66015625
4466,57.0,-0.6072998046875,1.64520263671875
4467,56.0,-0.60302734375,1.62994384765625
4468,56.0,-0.6085205078125,1.61346435546875
4469,55.0,-0.6195068359375,1.5966796875
4470,55.0,-0.615234375,1.5802001953125
4471,55.0,-0.6103515625,1.56341552734375
4472,55.0,-0.6219482421875,1.5478515625
4473,55.0,-0.63720703125,1.5313720703125
4474,54.0,-0.63720703125,1.5167236328125
4475,54.0,-0.621337890625,1.50238037109375
4476,54.0,-0.6182861328125,1.48895263671875
4477,54.0,-0.6317138671875,1.47674560546875
4478,54.0,-0.635986328125,1.46575927734375
4479,54.0,-0.635986328125,1.456298828125
4480,53.0,-0.645751953125,1.4471435546875
4481,53.0,-0.6573486328125,1.44012451171875
4482,53.0,-0.653076171875,1.4337158203125
4483,53.0,-0.638427734375,1.42486572265625
4484,53.0,-0.63720703125,1.417236328125
4485,53.0,-0.6463623046875,1.40869140625
4486,52.0,-0.648193359375,1.3983154296875
4487,52.0,-0.645751953125,1.38824462890625
4488,52.0,-0.6512451171875,1.376953125
4489,52.0,-0.6591796875,1.36383056640625
4490,52.0,-0.657958984375,1.3494873046875
4491,52.0,-0.6512451171875,1.33392333984375
4492,52.0,-0.654296875,1.314697265625
4493,52.0,-0.6610107421875,1.29425048828125
4494,52.0,-0.653076171875,1.27197265625
4495,51.0,-0.64453125,1.24725341796875
4496,52.0,-0.6500244140625,1.2200927734375
4497,51.0,-0.6640625,1.19293212890625
4498,51.0,-0.6640625,1.16241455078125
4499,51.0,-0.6573486328125,1.12945556640625
4500,51.0,-0.6646728515625,1.09527587890625
4501,50.0,-0.6719970703125,1.0595703125
4502,51.0,-0.6695556640625,1.0235595703125
4503,50.0,-0.657958984375,0.9844970703125
4504,51.0,-0.657958984375,0.943603515625
4505,50.0,-0.6671142578125,0.9033203125
4506,50.0,-0.6634521484375,0.86090087890625
4507,50.0,-0.654296875,0.81787109375
4508,50.0,-0.655517578125,0.77392578125
4509,50.0,-0.6622314453125,0.731201171875
4510,49.0,-0.650634765625,0.6866455078125
4511,49.0,-0.6280517578125,0.64208984375
4512,49.0,-0.611572265625,0.59783935546875
4513,49.0,-0.5987548828125,0.552978515625
4514,49.0,-0.5804443359375,0.50872802734375
4515,49.0,-0.5609130859375,0.46295166015625
4516,49.0,-0.557861328125,0.41839599609375
4517,48.0,-0.5621337890625,0.3729248046875
4518,48.0,-0.55419921875,0.328369140625
4519,48.0,-0.540771484375,0.28472900390625
4520,49.0,-0.54931640625,0.24383544921875
4521,48.0,-0.5682373046875,0.20721435546875
4522,48.0,-0.579833984375,0.17425537109375
4523,47.0,-0.5853271484375,0.14404296875
4524,47.0,-0.606689453125,0.1171875
4525,47.0,-0.635986328125,0.09002685546875
4526,47.0,-0.6512451171875,0.06072998046875
4527,47.0,-0.6573486328125,0.02838134765625
4528,47.0,-0.667724609375,-0.0079345703125
4529,47.0,-0.6829833984375,-0.04669189453125
4530,46.0,-0.6842041015625,-0.08697509765625
4531,46.0,-0.6781005859375,-0.1287841796875
4532,45.0,-0.68359375,-0.16876220703125
4533,45.0,-0.6951904296875,-0.2056884765625
4534,45.0,-0.693359375,-0.23956298828125
4535,45.0,-0.6829833984375,-0.2716064453125
4536,45.0,-0.6866455078125,-0.29998779296875
4537,45.0,-0.6976318359375,-0.32562255859375
4538,45.0,-0.689697265625,-0.3509521484375
4539,44.0,-0.6793212890625,-0.37811279296875
4540,45.0,-0.684814453125,-0.40435791015625
4541,45.0,-0.7049560546875,-0.43243408203125
4542,45.0,-0.7098388671875,-0.4620361328125
4543,47.0,-0.6903076171875,-0.4931640625
4544,50.0,-0.6390380859375,-0.5242919921875
4545,53.0,-0.526123046875,-0.5572509765625
4546,56.0,-0.3240966796875,-0.59051513671875
4547,61.0,-0.0518798828125,-0.62408447265625
4548,65.0,0.228271484375,-0.657958984375
4549,70.0,0.4534912109375,-0.69061279296875
4550,75.0,0.5291748046875,-0.72265625
4551,80.0,0.419921875,-0.753173828125
4552,84.0,0.1611328125,-0.78399658203125
4553,86.0,-0.142822265625,-0.81298828125
4554,89.0,-0.3570556640625,-0.8416748046875
4555,90.0,-0.4534912109375,-0.8709716796875
4556,91.0,-0.4864501953125,-0.89935302734375
4557,91.0,-0.513916015625,-0.92803955078125
4558,90.0,-0.5364990234375,-0.95794677734375
4559,89.0,-0.5584716796875,-0.9881591796875
4560,88.0,-0.594482421875,-1.019287109375
4561,87.0,-0.6298828125,-1.04949951171875
4562,86.0,-0.6402587890625,-1.0809326171875
4563,85.0,-0.63720703125,-1.11297607421875
4564,83.0,-0.63720703125,-1.14349365234375
4565,83.0,-0.6396484375,-1.17340087890625
4566,81.0,-0.625,-1.20391845703125
4567,80.0,-0.6109619140625,-1.23321533203125
4568,79.0,-0.61279296875,-1.26129150390625
4569,77.0,-0.6231689453125,-1.290283203125
4570,76.0,-0.621337890625,-1.31805419921875
4571,75.0,-0.6109619140625,-1.346435546875
4572,75.0,-0.60791015625,-1.3751220703125
4573,74.0,-0.6060791015625,-1.40228271484375
4574,73.0,-0.592041015625,-1.4306640625
4575,72.0,-0.579833984375,-1.45904541015625
4576,73.0,-0.58349609375,-1.48651123046875
4577,73.0,-0.5902099609375,-1.51519775390625
4578,72.0,-0.5810546875,-1.54266357421875
4579,72.0,-0.5596923828125,-1.57135009765625
4580,71.0,-0.5499267578125,-1.600341796875
4581,71.0,-0.5474853515625,-1.6302490234375
4582,72.0,-0.537109375,-1.66168212890625
4583,72.0,-0.5242919921875,-1.6925048828125
4584,71.0,-0.521240234375,-1.72271728515625
4585,71.0,-0.5242919921875,-1.75262451171875
4586,70.0,-0.5096435546875,-1.7791748046875
4587,69.0,-0.4840087890625,-1.80389404296875
4588,69.0,-0.4742431640625,-1.82098388671875
4589,69.0,-0.469970703125,-1.82647705078125
4590,68.0,-0.4583740234375,-1.817626953125
4591,68.0,-0.4388427734375,-1.78955078125
4592,66.0,-0.430908203125,-1.7388916015625
4593,66.0,-0.4315185546875,-1.66168212890625
4594,65.0,-0.4229736328125,-1.55914306640625
4595,66.0,-0.408935546875,-1.429443359375
4596,66.0,-0.4022216796875,-1.27532958984375
4597,66.0,-0.4046630859375,-1.0986328125
4598,65.0,-0.3875732421875,-0.90576171875
4599,65.0,-0.3662109375,-0.69915771484375
4600,66.0,-0.3631591796875,-0.484619140625
4601,65.0,-0.374755859375,-0.267333984375
4602,66.0,-0.3759765625,-0.052490234375
4603,66.0,-0.3704833984375,0.155029296875
4604,65.0,-0.382080078125,0.35369873046875
4605,65.0,-0.4022216796875,0.5377197265625
4606,65.0,-0.413818359375,0.706787109375
4607,65.0,-0.418701171875,0.85693359375
4608,66.0,-0.4351806640625,0.9912109375
4609,66.0,-0.4608154296875,1.10626220703125
4610,65.0,-0.4754638671875,1.2042236328125
4611,65.0,-0.48095703125,1.28814697265625
4612,65.0,-0.501708984375,1.35772705078125
4613,64.0,-0.5242919921875,1.4141845703125
4614,65.0,-0.5352783203125,1.4605712890625
4615,65.0,-0.5401611328125,1.4984130859375
4616,65.0,-0.5535888671875,1.5289306640625
4617,64.0,-0.5657958984375,1.5557861328125
4618,63.0,-0.5645751953125,1.578369140625
4619,63.0,-0.5511474609375,1.59820556640625
4620,63.0,-0.550537109375,1.614990234375
4621,63.0,-0.56396484375,1.63177490234375
4622,62.0,-0.5621337890625,1.64764404296875
4623,62.0,-0.550537109375,1.6632080078125
4624,61.0,-0.5511474609375,1.6796875
4625,61.0,-0.5615234375,1.69647216796875
4626,60.0,-0.5609130859375,1.71600341796875
4627,60.0,-0.556640625,1.73583984375
4628,60.0,-0.5572509765625,1.75567626953125
4629,59.0,-0.5645751953125,1.77581787109375
4630,59.0,-0.560302734375,1.79473876953125
4631,59.0,-0.552978515625,1.810302734375
4632,58.0,-0.5621337890625,1.82403564453125
4633,57.0,-0.5816650390625,1.8353271484375
4634,57.0,-0.5816650390625,1.84295654296875
4635,57.0,-0.5706787109375,1.846923828125
4636,56.0,-0.5645751953125,1.84783935546875
4637,57.0,-0.56884765625,1.84417724609375
4638,56.0,-0.565185546875,1.83837890625
4639,56.0,-0.5609130859375,1.829833984375
4640,55.0,-0.5657958984375,1.8182373046875
4641,55.0,-0.5767822265625,1.80389404296875
4642,55.0,-0.577392578125,1.788330078125
4643,55.0,-0.5718994140625,1.77093505859375
4644,55.0,-0.5755615234375,1.75384521484375
4645,55.0,-0.5865478515625,1.7364501953125
4646,55.0,-0.5859375,1.71905517578125
4647,54.0,-0.57861328125,1.7022705078125
4648,54.0,-0.582275390625,1.685791015625
4649,54.0,-0.59326171875,1.67022705078125
4650,53.0,-0.587158203125,1.65435791015625
4651,53.0,-0.5804443359375,1.63848876953125
4652,53.0,-0.584716796875,1.6241455078125
4653,53.0,-0.596923828125,1.6094970703125
4654,53.0,-0.595703125,1.595458984375
4655,53.0,-0.58837890625,1.58203125
4656,53.0,-0.5902099609375,1.56829833984375
4657,53.0,-0.5950927734375,1.55426025390625
4658,52.0,-0.5902099609375,1.5411376953125
4659,52.0,-0.5828857421875,1.5289306640625
4660,52.0,-0.58837890625,1.5155029296875
4661,52.0,-0.599365234375,1.502685546875
4662,52.0,-0.59814453125,1.49017333984375
4663,52.0,-0.589599609375,1.47552490234375
4664,53.0,-0.5914306640625,1.4599609375
4665,53.0,-0.604248046875,1.4434814453125
4666,52.0,-0.604248046875,1.4239501953125
4667,52.0,-0.5963134765625,1.40167236328125
4668,51.0,-0.5963134765625,1.37603759765625
4669,51.0,-0.6011962890625,1.34918212890625
4670,51.0,-0.5950927734375,1.3189697265625
4671,51.0,-0.5877685546875,1.2872314453125
4672,51.0,-0.5938720703125,1.25396728515625
4673,51.0,-0.6072998046875,1.219482421875
4674,51.0,-0.6024169921875,1.18194580078125
4675,51.0,-0.592041015625,1.14288330078125
4676,51.0,-0.5914306640625,1.10321044921875
4677,50.0,-0.5975341796875,1.06353759765625
4678,50.0,-0.59814453125,1.0223388671875
4679,49.0,-0.5908203125,0.98052978515625
4680,49.0,-0.5914306640625,0.93994140625
4681,49.0,-0.596923828125,0.897216796875
4682,49.0,-0.589599609375,0.8538818359375
4683,49.0,-0.5810546875,0.809326171875
4684,49.0,-0.582275390625,0.765380859375
4685,49.0,-0.5914306640625,0.72113037109375
4686,49.0,-0.5853271484375,0.67840576171875
4687,48.0,-0.5682373046875,0.63385009765625
4688,48.0,-0.567626953125,0.5908203125
4689,48.0,-0.5706787109375,0.54931640625
4690,48.0,-0.562744140625,0.50689697265625
4691,47.0,-0.5364990234375,0.46539306640625
4692,48.0,-0.5206298828125,0.42510986328125
4693,48.0,-0.5108642578125,0.38421630859375
4694,47.0,-0.4949951171875,0.3436279296875
4695,48.0,-0.48095703125,0.301513671875
4696,47.0,-0.479736328125,0.262451171875
4697,47.0,-0.4864501953125,0.22216796875
4698,47.0,-0.4815673828125,0.18341064453125
4699,46.0,-0.4766845703125,0.14556884765625
4700,46.0,-0.4913330078125,0.10894775390625
4701,45.0,-0.518798828125,0.07476806640625
4702,46.0,-0.5364990234375,0.0408935546875
4703,46.0,-0.5462646484375,0.00701904296875
4704,46.0,-0.5706787109375,-0.0250244140625
4705,46.0,-0.5987548828125,-0.05706787109375
4706,46.0,-0.6036376953125,-0.087890625
4707,45.0,-0.5987548828125,-0.1202392578125
4708,44.0,-0.6036376953125,-0.15380859375
4709,44.0,-0.6134033203125,-0.184326171875
4710,44.0,-0.6134033203125,-0.21759033203125
4711,44.0,-0.611572265625,-0.2508544921875
4712,44.0,-0.615234375,-0.283203125
4713,43.0,-0.6219482421875,-0.31463623046875
4714,44.0,-0.6146240234375,-0.3466796875
4715,45.0,-0.6048583984375,-0.37872314453125
4716,46.0,-0.6085205078125,-0.408935546875
4717,48.0,-0.6219482421875,-0.43975830078125
4718,50.0,-0.6268310546875,-0.4693603515625
4719,54.0,-0.6256103515625,-0.49957275390625
4720,58.0,-0.6390380859375,-0.53009033203125
4721,63.0,-0.6475830078125,-0.5596923828125
4722,68.0,-0.6182861328125,-0.58929443359375
4723,73.0,-0.537109375,-0.6207275390625
4724,77.0,-0.3997802734375,-0.65093994140625
4725,82.0,-0.2001953125,-0.682373046875
4726,85.0,0.0653076171875,-0.71533203125
4727,88.0,0.3472900390625,-0.748291015625
4728,90.0,0.5517578125,-0.782470703125
4729,92.0,0.577392578125,-0.81634521484375
4730,92.0,0.4364013671875,-0.8489990234375
4731,92.0,0.18310546875,-0.8837890625
4732,91.0,-0.0994873046875,-0.9185791015625
4733,90.0,-0.3057861328125,-0.95184326171875
4734,89.0,-0.3936767578125,-0.9844970703125
4735,87.0,-0.4168701171875,-1.0174560546875
4736,86.0,-0.4412841796875,-1.04888916015625
4737,85.0,-0.4736328125,-1.08001708984375
4738,84.0,-0.4986572265625,-1.1114501953125
4739,83.0,-0.5157470703125,-1.14349365234375
4740,81.0,-0.5401611328125,-1.175537109375
4741,80.0,-0.5657958984375,-1.207275390625
4742,79.0,-0.572509765625,-1.2384033203125
4743,78.0,-0.5633544921875,-1.268310546875
4744,77.0,-0.560302734375,-1.300048828125
4745,76.0,-0.5572509765625,-1.3287353515625
4746,76.0,-0.543212890625,-1.358642578125
4747,75.0,-0.52734375,-1.387939453125
4748,74.0,-0.5322265625,-1.41632080078125
4749,73.0,-0.5438232421875,-1.44500732421875
4750,73.0,-0.5352783203125,-1.47369384765625
4751,72.0,-0.517578125,-1.50238037109375
4752,73.0,-0.5120849609375,-1.52984619140625
4753,72.0,-0.51513671875,-1.55670166015625
4754,72.0,-0.5078125,-1.583251953125
4755,73.0,-0.4962158203125,-1.61041259765625
4756,72.0,-0.49560546875,-1.63726806640625
4757,72.0,-0.4974365234375,-1.6644287109375
4758,72.0,-0.48583984375,-1.69158935546875
4759,71.0,-0.4681396484375,-1.72027587890625
4760,71.0,-0.4644775390625,-1.74957275390625
4761,70.0,-0.46630859375,-1.77886962890625
4762,70.0,-0.4571533203125,-1.80938720703125
4763,69.0,-0.4461669921875,-1.84112548828125
4764,68.0,-0.4412841796875,-1.87164306640625
4765,67.0,-0.4351806640625,-1.90032958984375
4766,67.0,-0.41259765625,-1.92535400390625
4767,67.0,-0.3863525390625,-1.9427490234375
4768,66.0,-0.372314453125,-1.9500732421875
4769,66.0,-0.37109375,-1.94122314453125
4770,66.0,-0.3607177734375,-1.91314697265625
4771,66.0,-0.341796875,-1.86187744140625
4772,66.0,-0.3350830078125,-1.7840576171875
4773,66.0,-0.3338623046875,-1.67938232421875
4774,66.0,-0.3240966796875,-1.54632568359375
4775,66.0,-0.3045654296875,-1.38885498046875
4776,66.0,-0.30029296875,-1.20880126953125
4777,66.0,-0.30517578125,-1.0113525390625
4778,66.0,-0.2978515625,-0.799560546875
4779,65.0,-0.286865234375,-0.58197021484375
4780,65.0,-0.2880859375,-0.3631591796875
4781,66.0,-0.294189453125,-0.14495849609375
4782,66.0,-0.29296875,0.06378173828125
4783,66.0,-0.289306640625,0.26092529296875
4784,66.0,-0.2996826171875,0.443115234375
4785,66.0,-0.3228759765625,0.6085205078125
4786,66.0,-0.3363037109375,0.7562255859375
4787,65.0,-0.3460693359375,0.8856201171875
4788,65.0,-0.3680419921875,0.997314453125
4789,65.0,-0.3961181640625,1.09130859375
4790,64.0,-0.4083251953125,1.17034912109375
4791,64.0,-0.4119873046875,1.23504638671875
4792,64.0,-0.4290771484375,1.2884521484375
4793,64.0,-0.452880859375,1.33209228515625
4794,63.0,-0.4583740234375,1.36932373046875
4795,63.0,-0.460205078125,1.39892578125
4796,62.0,-0.467529296875,1.4239501953125
4797,62.0,-0.4815673828125,1.4459228515625
4798,61.0,-0.479736328125,1.46392822265625
4799,61.0,-0.47119140625,1.4801025390625
4800,61.0,-0.472412109375,1.495361328125
4801,60.0,-0.482177734375,1.51092529296875
4802,60.0,-0.4791259765625,1.52496337890625
4803,59.0,-0.4693603515625,1.53900146484375
4804,58.0,-0.4754638671875,1.552734375
4805,58.0,-0.482177734375,1.5667724609375
4806,58.0,-0.47607421875,1.5802001953125
4807,58.0,-0.4632568359375,1.5936279296875
4808,57.0,-0.4638671875,1.60736083984375
4809,57.0,-0.4730224609375,1.62017822265625
4810,57.0,-0.4730224609375,1.63116455078125
4811,57.0,-0.4632568359375,1.64093017578125
4812,56.0,-0.467529296875,1.64764404296875
4813,56.0,-0.4803466796875,1.65191650390625
4814,56.0,-0.478515625,1.65191650390625
4815,55.0,-0.472412109375,1.650390625
4816,56.0,-0.47607421875,1.6455078125
4817,55.0,-0.484619140625,1.6363525390625
4818,55.0,-0.4815673828125,1.6241455078125
4819,55.0,-0.4705810546875,1.6107177734375
4820,55.0,-0.4705810546875,1.595458984375
4821,55.0,-0.477294921875,1.57989501953125
4822,54.0,-0.47607421875,1.563720703125
4823,53.0,-0.4730224609375,1.5478515625
4824,54.0,-0.4852294921875,1.5325927734375
4825,54.0,-0.504150390625,1.5179443359375
4826,54.0,-0.509033203125,1.50390625
4827,53.0,-0.498046875,1.49139404296875
4828,53.0,-0.4925537109375,1.4801025390625
4829,53.0,-0.4974365234375,1.470947265625
4830,53.0,-0.4901123046875,1.4605712890625
4831,53.0,-0.4852294921875,1.45111083984375
4832,53.0,-0.4949951171875,1.44256591796875
4833,52.0,-0.51025390625,1.43402099609375
4834,53.0,-0.5059814453125,1.424560546875
4835,52.0,-0.4962158203125,1.41448974609375
4836,52.0,-0.494384765625,1.4044189453125
4837,52.0,-0.5059814453125,1.3934326171875
4838,52.0,-0.5047607421875,1.38214111328125
4839,52.0,-0.4949951171875,1.36993408203125
4840,52.0,-0.49560546875,1.35711669921875
4841,52.0,-0.506591796875,1.341552734375
4842,51.0,-0.50537109375,1.32568359375
4843,52.0,-0.50048828125,1.30767822265625
4844,51.0,-0.50537109375,1.28875732421875
4845,51.0,-0.518798828125,1.26739501953125
4846,50.0,-0.5126953125,1.2445068359375
4847,50.0,-0.5029296875,1.2200927734375
4848,50.0,-0.4986572265625,1.19293212890625
4849,50.0,-0.50048828125,1.16546630859375
4850,50.0,-0.4937744140625,1.13433837890625
4851,50.0,-0.4827880859375,1.10260009765625
4852,50.0,-0.487060546875,1.06842041015625
4853,50.0,-0.498046875,1.0333251953125
4854,49.0,-0.4962158203125,0.9967041015625
4855,50.0,-0.48583984375,0.9576416015625
4856,50.0,-0.48828125,0.91644287109375
4857,49.0,-0.49560546875,0.8746337890625
4858,48.0,-0.4937744140625,0.8319091796875
4859,49.0,-0.4840087890625,0.7879638671875
4860,48.0,-0.487060546875,0.74371337890625
4861,48.0,-0.50048828125,0.7000732421875
4862,49.0,-0.501708984375,0.65460205078125
4863,48.0,-0.4962158203125,0.60882568359375
4864,48.0,-0.4974365234375,0.5633544921875
4865,48.0,-0.499267578125,0.51788330078125
4866,47.0,-0.48095703125,0.47210693359375
4867,47.0,-0.4541015625,0.42633056640625
4868,47.0,-0.4437255859375,0.38330078125
4869,47.0,-0.4412841796875,0.34149169921875
4870,46.0,-0.419921875,0.301513671875
4871,47.0,-0.391845703125,0.26153564453125
4872,46.0,-0.379638671875,0.22369384765625
4873,46.0,-0.3778076171875,0.18646240234375
4874,47.0,-0.37353515625,0.1507568359375
4875,46.0,-0.367431640625,0.11383056640625
4876,46.0,-0.3741455078125,0.07904052734375
4877,46.0,-0.386962890625,0.04302978515625
4878,45.0,-0.3887939453125,0.00701904296875
4879,46.0,-0.391845703125,-0.02899169921875
4880,46.0,-0.4083251953125,-0.0653076171875
4881,46.0,-0.4327392578125,-0.09918212890625
4882,45.0,-0.4473876953125,-0.13397216796875
4883,44.0,-0.4571533203125,-0.1690673828125
4884,44.0,-0.478515625,-0.20233154296875
4885,44.0,-0.4998779296875,-0.23529052734375
4886,45.0,-0.4998779296875,-0.2685546875
4887,45.0,-0.489501953125,-0.30242919921875
4888,44.0,-0.4888916015625,-0.335693359375
4889,44.0,-0.494384765625,-0.36956787109375
4890,43.0,-0.496826171875,-0.40313720703125
4891,44.0,-0.491943359375,-0.43792724609375
4892,44.0,-0.4949951171875,-0.472412109375
4893,43.0,-0.504150390625,-0.50567626953125
4894,44.0,-0.5023193359375,-0.53955078125
4895,45.0,-0.4931640625,-0.572509765625
4896,47.0,-0.4931640625,-0.60516357421875
4897,50.0,-0.51025390625,-0.6365966796875
4898,53.0,-0.509033203125,-0.6689453125
4899,57.0,-0.491943359375,-0.70159912109375
4900,63.0,-0.458984375,-0.73394775390625
4901,68.0,-0.377197265625,-0.76812744140625
4902,73.0,-0.2093505859375,-0.80078125
4903,77.0,0.0311279296875,-0.8355712890625
4904,82.0,0.2935791015625,-0.87127685546875
4905,85.0,0.540771484375,-0.90728759765625
4906,88.0,0.6756591796875,-0.94390869140625
4907,90.0,0.6317138671875,-0.98052978515625
4908,91.0,0.426025390625,-1.01715087890625
4909,91.0,0.14404296875,-1.05377197265625
4910,91.0,-0.093994140625,-1.09100341796875
4911,91.0,-0.2203369140625,-1.12640380859375
4912,89.0,-0.2752685546875,-1.163330078125
4913,88.0,-0.3106689453125,-1.19720458984375
4914,87.0,-0.3375244140625,-1.23291015625
4915,85.0,-0.357666015625,-1.26708984375
